,X,Y,Z
410,4.32411,4.22575,1.14949
411,4.49368,4.22142,1.43336
412,4.6362,4.2178,1.67549
413,4.74891,4.21482,1.87438
414,4.83001,4.21251,2.02979
415,4.87891,4.21077,2.14206
416,4.89576,4.20963,2.21245
417,4.88147,4.20913,2.24296
418,4.83798,4.20928,2.23589
419,4.76724,4.21021,2.19396
420,4.67218,4.21203,2.11965
421,4.55555,4.21491,2.01623
422,4.42066,4.21901,1.88644
423,4.27073,4.22444,1.73332
424,4.10914,4.23134,1.55994
425,3.93909,4.23981,1.36932
426,3.76372,4.24985,1.16462
427,3.58596,4.26145,0.948796
428,3.40844,4.27455,0.724919
429,3.23367,4.28901,0.496285
430,3.0636,4.30466,0.265536
431,2.90023,4.32124,0.035934
432,2.74483,4.33853,-0.189778
433,2.59878,4.35621,-0.408944
434,2.46273,4.37401,-0.619162
435,2.33739,4.39164,-0.818347
436,2.22295,4.40881,-1.00456
437,2.11943,4.42529,-1.17654
438,2.02663,4.44087,-1.33327
439,1.94425,4.45539,-1.47431
440,1.8716,4.46873,-1.59928
441,1.80804,4.48083,-1.70889
442,1.75293,4.49164,-1.80366
443,1.70539,4.50123,-1.88467
444,1.66465,4.50964,-1.95361
445,1.62985,4.51697,-2.01218
446,1.60024,4.52335,-2.06185
447,1.57513,4.5289,-2.10489
448,1.55384,4.53376,-2.14299
449,1.53571,4.5381,-2.1785
450,1.52036,4.54201,-2.21242
451,1.50717,4.54565,-2.24701
452,1.49599,4.54908,-2.28324
453,1.48649,4.55238,-2.32201
454,1.4785,4.55559,-2.36432
455,1.47191,4.5587,-2.41031
456,1.46677,4.56171,-2.45992
457,1.46301,4.56456,-2.51313
458,1.46085,4.56717,-2.56937
459,1.46037,4.56948,-2.62737
460,1.46195,4.57134,-2.68642
461,1.46573,4.57268,-2.74489
462,1.4723,4.57336,-2.80119
463,1.48183,4.57328,-2.85379
464,1.49514,4.57234,-2.90051
465,1.51258,4.57045,-2.93996
466,1.53481,4.56756,-2.97011
467,1.56246,4.5636,-2.98895
468,1.59614,4.5586,-2.99488
469,1.63652,4.5526,-2.98629
470,1.68432,4.54559,-2.96179
471,1.74015,4.53771,-2.92002
472,1.80455,4.52905,-2.86012
473,1.87822,4.51975,-2.78126
474,1.96189,4.50997,-2.68298
475,2.05589,4.49992,-2.56509
476,2.161,4.48978,-2.42768
477,2.27783,4.47979,-2.27111
478,2.4069,4.47016,-2.09604
479,2.54899,4.46117,-1.90333
480,2.70479,4.45306,-1.69406
481,2.8751,4.44612,-1.46967
482,3.06099,4.44061,-1.2317
483,3.26323,4.43682,-0.981961
484,3.4831,4.43502,-0.722075
485,3.72163,4.43552,-0.454434
486,3.98017,4.43855,-0.180878
487,4.26004,4.44437,0.0965353
488,4.56219,4.45319,0.375034
489,4.88801,4.46519,0.652588
490,5.23829,4.48049,0.926568
491,5.61368,4.49919,1.19438
492,6.01458,4.52129,1.4531
493,6.44097,4.5467,1.7003
494,6.8923,4.57532,1.93294
495,7.36755,4.60693,2.1484
496,7.86509,4.64128,2.34411
497,8.38285,4.67797,2.51786
498,8.9184,4.71663,2.66813
499,9.46891,4.75673,2.79404
500,10.0312,4.79774,2.89537
501,10.602,4.83904,2.97366
502,11.1785,4.87995,3.03078
503,11.7578,4.91977,3.07058
504,12.3379,4.95767,3.09752
505,12.9167,4.99292,3.1174
506,13.4934,5.02455,3.13616
507,14.0673,5.05182,3.16024
508,14.6388,5.07371,3.1959
509,15.2083,5.0893,3.24866
510,15.7771,5.09764,3.32315
511,16.3464,5.09779,3.42319
512,16.9178,5.08882,3.55102
513,17.4928,5.06991,3.7078
514,18.0726,5.04033,3.89338
515,18.6586,4.99955,4.10659
516,19.2511,4.94718,4.34552
517,19.8506,4.8831,4.60797
518,20.4565,4.80745,4.89043
519,21.0676,4.72071,5.19029
520,21.6817,4.62372,5.50352
521,22.296,4.51755,5.82676
522,22.9063,4.40371,6.15569
523,23.5075,4.284,6.48622
524,24.0936,4.16052,6.81336
525,24.6577,4.03559,7.13229
526,25.1924,3.91168,7.43793
527,25.6897,3.79125,7.72521
528,26.1416,3.67666,7.98947
529,26.5403,3.57031,8.22622
530,26.8789,3.47399,8.43177
531,27.1509,3.38949,8.60281
532,27.3514,3.31805,8.7374
533,27.4766,3.26058,8.83388
534,27.5244,3.21752,8.89203
535,27.4941,3.18904,8.91226
536,27.3864,3.17499,8.8959
537,27.2034,3.17497,8.84539
538,26.9485,3.18834,8.76302
539,26.626,3.21438,8.65208
540,26.2411,3.2522,8.51578
541,25.7996,3.30079,8.35786
542,25.3077,3.35904,8.18122
543,24.7715,3.42589,7.98915
544,24.1975,3.50022,7.78415
545,23.5917,3.58067,7.5689
546,22.96,3.66606,7.34498
547,22.308,3.755,7.11401
548,21.6404,3.84621,6.87711
549,20.962,3.93825,6.63491
550,20.2767,4.02977,6.38787
551,19.5881,4.11946,6.13621
552,18.8993,4.20595,5.87986
